Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
KC1,NO,05/12/2018 00:00,7.00000,ug m-3,R
KC1,NO,06/12/2018 00:00,1.80000,ug m-3,R
KC1,NO,07/12/2018 00:00,1.20000,ug m-3,R
KC1,NO,08/12/2018 00:00,0.80000,ug m-3,R
KC1,NO,09/12/2018 00:00,1.10000,ug m-3,R
KC1,NO,10/12/2018 00:00,11.40000,ug m-3,R
KC1,NO,11/12/2018 00:00,50.80000,ug m-3,R
KC1,NO,12/12/2018 00:00,5.00000,ug m-3,R
KC1,NO,13/12/2018 00:00,16.40000,ug m-3,R
KC1,NO,14/12/2018 00:00,27.30000,ug m-3,R
KC1,NO,15/12/2018 00:00,4.10000,ug m-3,R
KC1,NO,16/12/2018 00:00,4.70000,ug m-3,R
KC1,NO,17/12/2018 00:00,9.90000,ug m-3,R
KC1,NO,18/12/2018 00:00,1.30000,ug m-3,R
KC1,NO,19/12/2018 00:00,2.30000,ug m-3,R
KC1,NO,20/12/2018 00:00,2.10000,ug m-3,R
KC1,NO,21/12/2018 00:00,0.70000,ug m-3,R
KC1,NO,22/12/2018 00:00,1.60000,ug m-3,R
KC1,NO,23/12/2018 00:00,1.10000,ug m-3,R
KC1,NO,24/12/2018 00:00,28.10000,ug m-3,R
KC1,NO,25/12/2018 00:00,41.60000,ug m-3,R
KC1,NO,26/12/2018 00:00,3.50000,ug m-3,R
KC1,NO,27/12/2018 00:00,142.00000,ug m-3,R
KC1,NO,28/12/2018 00:00,66.30000,ug m-3,R
KC1,NO,29/12/2018 00:00,13.20000,ug m-3,R
KC1,NO,30/12/2018 00:00,5.60000,ug m-3,R
KC1,NO,31/12/2018 00:00,0.90000,ug m-3,R
KC1,NO,01/01/2019 00:00,1.10000,ug m-3,R
KC1,NO,02/01/2019 00:00,2.20000,ug m-3,R
KC1,NO,03/01/2019 00:00,2.60000,ug m-3,R
KC1,NO,04/01/2019 00:00,8.30000,ug m-3,R
KC1,NO,05/01/2019 00:00,7.80000,ug m-3,R
KC1,NO,06/01/2019 00:00,2.90000,ug m-3,R
KC1,NO,07/01/2019 00:00,2.50000,ug m-3,R
KC1,NO,08/01/2019 00:00,2.40000,ug m-3,R
KC1,NO,09/01/2019 00:00,3.50000,ug m-3,R
KC1,NO,10/01/2019 00:00,28.20000,ug m-3,R
KC1,NO,11/01/2019 00:00,11.20000,ug m-3,R
KC1,NO,12/01/2019 00:00,1.00000,ug m-3,R
KC1,NO,13/01/2019 00:00,0.50000,ug m-3,R
KC1,NO,14/01/2019 00:00,2.70000,ug m-3,R
KC1,NO,15/01/2019 00:00,3.80000,ug m-3,R
KC1,NO,16/01/2019 00:00,1.50000,ug m-3,R
KC1,NO,17/01/2019 00:00,5.90000,ug m-3,R
KC1,NO,18/01/2019 00:00,18.90000,ug m-3,R
KC1,NO,19/01/2019 00:00,4.30000,ug m-3,R
KC1,NO,20/01/2019 00:00,17.90000,ug m-3,R
KC1,NO,21/01/2019 00:00,79.20000,ug m-3,R
KC1,NO,22/01/2019 00:00,11.10000,ug m-3,R
KC1,NO,23/01/2019 00:00,37.60000,ug m-3,R
KC1,NO,24/01/2019 00:00,84.60000,ug m-3,R
KC1,NO,25/01/2019 00:00,13.50000,ug m-3,R
KC1,NO,26/01/2019 00:00,0.80000,ug m-3,R
KC1,NO,27/01/2019 00:00,1.10000,ug m-3,R
KC1,NO,28/01/2019 00:00,14.50000,ug m-3,R
KC1,NO,29/01/2019 00:00,11.10000,ug m-3,R
KC1,NO,30/01/2019 00:00,42.80000,ug m-3,R
KC1,NO,31/01/2019 00:00,87.50000,ug m-3,R
KC1,NO,01/02/2019 00:00,3.20000,ug m-3,R
KC1,NO,02/02/2019 00:00,2.60000,ug m-3,R
KC1,NO,03/02/2019 00:00,13.20000,ug m-3,R
KC1,NO,04/02/2019 00:00,13.10000,ug m-3,R
KC1,NO,05/02/2019 00:00,5.10000,ug m-3,R
KC1,NO,06/02/2019 00:00,6.00000,ug m-3,R
KC1,NO,07/02/2019 00:00,1.30000,ug m-3,R
KC1,NO,08/02/2019 00:00,0.70000,ug m-3,R
KC1,NO,09/02/2019 00:00,0.80000,ug m-3,R
KC1,NO,10/02/2019 00:00,1.10000,ug m-3,R
KC1,NO,11/02/2019 00:00,12.90000,ug m-3,R
KC1,NO,12/02/2019 00:00,11.90000,ug m-3,R
KC1,NO,13/02/2019 00:00,3.60000,ug m-3,R
KC1,NO,14/02/2019 00:00,34.60000,ug m-3,R
KC1,NO,15/02/2019 00:00,20.70000,ug m-3,R
KC1,NO,16/02/2019 00:00,3.90000,ug m-3,R
KC1,NO,17/02/2019 00:00,1.20000,ug m-3,R
KC1,NO,18/02/2019 00:00,1.40000,ug m-3,R
KC1,NO,19/02/2019 00:00,3.70000,ug m-3,R
KC1,NO,20/02/2019 00:00,1.70000,ug m-3,R
KC1,NO,21/02/2019 00:00,1.70000,ug m-3,R
KC1,NO,22/02/2019 00:00,29.30000,ug m-3,R
KC1,NO,23/02/2019 00:00,22.80000,ug m-3,R
KC1,NO,24/02/2019 00:00,45.70000,ug m-3,R
KC1,NO,25/02/2019 00:00,61.70000,ug m-3,R
KC1,NO,26/02/2019 00:00,84.30000,ug m-3,R
KC1,NO,27/02/2019 00:00,70.30000,ug m-3,R
KC1,NO,28/02/2019 00:00,2.60000,ug m-3,R
KC1,NO,01/03/2019 00:00,4.00000,ug m-3,R
KC1,NO,02/03/2019 00:00,1.10000,ug m-3,R
KC1,NO,03/03/2019 00:00,0.60000,ug m-3,R
KC1,NO,04/03/2019 00:00,,ug m-3,R
KC1,NO,05/03/2019 00:00,,ug m-3,R
KC1,NO,06/03/2019 00:00,1.20000,ug m-3,R
KC1,NO,07/03/2019 00:00,1.30000,ug m-3,R
KC1,NO,08/03/2019 00:00,5.10000,ug m-3,R
KC1,NO,09/03/2019 00:00,0.60000,ug m-3,R
KC1,NO,10/03/2019 00:00,0.80000,ug m-3,R
KC1,NO,11/03/2019 00:00,1.50000,ug m-3,R
KC1,NO,12/03/2019 00:00,0.90000,ug m-3,R
KC1,NO,13/03/2019 00:00,1.70000,ug m-3,R
KC1,NO,14/03/2019 00:00,1.10000,ug m-3,R
KC1,NO,15/03/2019 00:00,1.00000,ug m-3,R
KC1,NO,16/03/2019 00:00,0.50000,ug m-3,R
KC1,NO,17/03/2019 00:00,0.90000,ug m-3,R
KC1,NO,18/03/2019 00:00,3.90000,ug m-3,R
KC1,NO,19/03/2019 00:00,4.60000,ug m-3,R
KC1,NO,20/03/2019 00:00,1.60000,ug m-3,R
KC1,NO,21/03/2019 00:00,4.40000,ug m-3,R
KC1,NO,22/03/2019 00:00,1.50000,ug m-3,R
